CITATION,TYPE,AGENCY2,LOCAL,RACE,SEX,DAYNIGHT,MPHGROUP,AGEGROUP,INTOWN,INSTATE
K0006913,T,State Police,N,W,M,day,U,31-35,Y,Y
K0006915,T,State Police,N,W,F,day,d) more than 20,41-45,U,N
K0006916,T,State Police,N,W,F,day,c) 16 to 20,56-60,N,Y
K0006927,T,State Police,N,W,M,day,U,41-45,Y,Y
K0006928,T,State Police,N,W,M,day,b) 10 to 15,51-55,N,N
K0006929,T,State Police,N,W,M,day,b) 10 to 15,21-25,N,Y
K0006930,T,State Police,N,W,M,day,b) 10 to 15,31-35,N,N
K0006943,T,State Police,N,B,M,day,b) 10 to 15,31-35,N,Y
K0006945,T,State Police,N,W,F,night,c) 16 to 20,21-25,N,N
K0006949,T,State Police,N,W,F,night,c) 16 to 20,21-25,N,N
K0006952,T,State Police,N,W,M,day,b) 10 to 15,21-25,N,N
K0006954,T,State Police,N,W,F,day,d) more than 20,31-35,N,Y
K0006956,T,State Police,N,B,M,night,d) more than 20,26-30,N,Y
K0006961,T,State Police,N,H,M,night,U,16-20,N,Y
K0006962,T,State Police,N,W,M,night,b) 10 to 15,36-40,N,N
K0006966,T,State Police,N,W,F,night,b) 10 to 15,16-20,N,N
K0006967,T,State Police,N,W,M,night,U,21-25,N,Y
K0006968,T,State Police,N,W,F,night,d) more than 20,31-35,Y,Y
K0006969,T,State Police,N,H,M,day,b) 10 to 15,31-35,N,Y
K0006982,T,State Police,N,W,M,day,d) more than 20,46-50,N,N
K0006983,T,State Police,N,B,M,day,d) more than 20,46-50,N,Y
K0006984,W,State Police,N,W,M,day,U,51-55,Y,Y
K0006985,W,State Police,N,H,M,day,U,31-35,N,N
K0006986,T,State Police,N,H,M,day,U,31-35,N,N
K0006988,T,State Police,N,W,M,day,U,26-30,N,Y
K0006989,W,State Police,N,W,M,day,U,26-30,N,Y
K0006992,T,State Police,N,W,M,night,U,36-40,Y,Y
K0006997,T,State Police,N,B,M,night,U,16-20,N,Y
K0006998,T,State Police,N,W,M,night,U,16-20,N,Y
K0006999,T,State Police,N,W,M,night,U,16-20,N,Y
K0007000,T,State Police,N,W,M,night,U,16-20,N,Y
K0007003,T,State Police,N,W,M,day,U,61-65,N,Y
K0007004,T,State Police,N,W,M,day,U,16-20,N,Y
K0007007,T,State Police,N,B,F,day,b) 10 to 15,16-20,N,N
K0007010,T,State Police,N,W,M,day,b) 10 to 15,21-25,N,Y
K0007011,T,State Police,N,W,M,day,U,26-30,N,Y
K0007013,T,State Police,N,W,M,day,b) 10 to 15,21-25,N,N
K0007014,T,State Police,N,W,M,day,b) 10 to 15,31-35,Y,Y
K0007015,T,State Police,N,W,M,day,b) 10 to 15,16-20,N,Y
K0007022,W,State Police,N,W,F,night,b) 10 to 15,21-25,N,Y
K0007027,W,State Police,N,W,M,night,a) less than 10,31-35,N,Y
K0007030,T,State Police,N,W,F,day,U,51-55,N,N
K0007032,W,State Police,N,W,M,night,a) less than 10,21-25,N,Y
K0007033,W,State Police,N,W,F,night,U,21-25,N,Y
K0007034,T,State Police,N,W,M,day,U,21-25,N,Y
K0007035,W,State Police,N,W,F,night,U,21-25,N,Y
K0007036,T,State Police,N,W,F,night,b) 10 to 15,21-25,N,Y
K0007038,W,State Police,N,W,F,night,a) less than 10,46-50,N,N
K0007039,T,State Police,N,W,M,night,b) 10 to 15,26-30,N,Y
K0007040,W,State Police,N,W,M,night,a) less than 10,36-40,N,N
K0007041,W,State Police,N,W,M,day,U,41-45,Y,Y
K0007042,W,State Police,N,W,M,night,U,16-20,Y,Y
K0007043,W,State Police,N,W,F,night,U,26-30,Y,Y
K0007044,W,State Police,N,W,F,night,U,36-40,N,Y
K0007045,W,State Police,N,W,M,night,U,36-40,Y,Y
K0007048,W,State Police,N,W,M,night,U,46-50,N,Y
K0007049,W,State Police,N,W,M,day,U,46-50,N,Y
K0007050,W,State Police,N,W,M,day,U,26-30,N,Y
K0007051,W,State Police,N,U,M,night,U,31-35,Y,Y
K0007052,W,State Police,N,W,M,day,U,21-25,Y,Y
K0007053,W,State Police,N,W,M,night,U,61-65,N,N
K0007054,T,State Police,N,W,F,night,b) 10 to 15,26-30,N,Y
K0007055,W,State Police,N,W,M,day,U,46-50,N,Y
K0007056,W,State Police,N,W,M,day,U,51-55,N,Y
K0007058,W,State Police,N,W,M,night,U,36-40,N,Y
K0007060,W,State Police,N,W,M,night,U,41-45,Y,Y
K0007061,T,State Police,N,W,M,day,b) 10 to 15,46-50,N,Y
K0007064,W,State Police,N,W,M,day,a) less than 10,41-45,N,Y
K0007066,W,State Police,N,H,M,night,U,16-20,N,Y
K0007067,W,State Police,N,W,M,night,U,21-25,N,Y
K0007069,T,State Police,N,W,M,day,U,21-25,N,Y
K0007073,W,State Police,N,W,F,night,U,16-20,N,Y
K0007091,W,State Police,N,W,M,night,U,21-25,N,Y
K0007101,T,State Police,N,W,F,day,b) 10 to 15,56-60,N,Y
K0007102,T,State Police,N,W,M,day,b) 10 to 15,61-65,N,Y
K0007104,T,State Police,N,W,F,day,b) 10 to 15,41-45,N,N
K0007108,T,State Police,N,B,F,day,b) 10 to 15,46-50,Y,Y
K0007110,T,State Police,N,W,M,day,b) 10 to 15,31-35,N,N
K0007111,T,State Police,N,W,M,day,b) 10 to 15,36-40,N,N
K0007113,T,State Police,N,W,M,day,b) 10 to 15,26-30,N,N
K0007114,T,State Police,N,W,M,day,d) more than 20,16-20,N,Y
K0007117,T,State Police,N,W,M,day,b) 10 to 15,21-25,N,Y
K0007129,W,State Police,N,W,M,night,U,16-20,Y,Y
K0007132,W,State Police,N,W,M,night,U,61-65,N,Y
K0007141,T,State Police,N,W,M,night,b) 10 to 15,21-25,N,Y
K0007142,W,State Police,N,W,M,day,a) less than 10,31-35,N,Y
K0007143,W,State Police,N,W,M,night,a) less than 10,46-50,N,Y
K0007144,T,State Police,N,W,M,night,c) 16 to 20,41-45,Y,Y
K0007145,T,State Police,N,W,F,day,b) 10 to 15,31-35,N,N
K0007149,T,State Police,N,W,M,night,U,21-25,N,Y
K0007150,W,State Police,N,W,M,night,a) less than 10,21-25,N,Y
K0007151,T,State Police,N,W,M,night,c) 16 to 20,16-20,N,Y
K0007154,T,State Police,N,W,M,night,b) 10 to 15,16-20,Y,Y
K0007155,W,State Police,N,W,M,night,U,21-25,Y,Y
K0007157,T,State Police,N,W,M,night,b) 10 to 15,16-20,Y,Y
K0007161,W,State Police,N,W,F,day,U,46-50,N,Y
K0007162,T,State Police,N,W,M,day,U,21-25,N,Y
K0007163,T,State Police,N,W,F,day,b) 10 to 15,16-20,N,N
K0007164,T,State Police,N,W,M,day,U,26-30,Y,Y
K0007165,T,State Police,N,W,M,night,U,16-20,N,Y
K0007166,T,State Police,N,B,M,day,U,26-30,N,Y
K0007167,W,State Police,N,W,M,day,U,46-50,N,Y
K0007168,T,State Police,N,W,M,day,U,26-30,N,Y
K0007170,W,State Police,N,W,M,day,b) 10 to 15,21-25,Y,Y
K0007171,W,State Police,N,W,F,day,U,21-25,N,Y
K0007173,T,State Police,N,W,M,day,b) 10 to 15,16-20,N,Y
K0007174,T,State Police,N,W,M,night,b) 10 to 15,26-30,Y,Y
K0007178,T,State Police,N,W,F,day,U,31-35,Y,Y
K0007179,T,State Police,N,W,M,night,U,16-20,Y,Y
K0007181,W,State Police,N,W,F,night,U,16-20,N,Y
K0007182,W,State Police,N,W,M,night,U,46-50,N,Y
K0007183,W,State Police,N,W,M,night,U,51-55,Y,Y
K0007187,T,State Police,N,W,M,night,U,16-20,Y,Y
K0007190,W,State Police,N,W,F,night,U,16-20,N,Y
K0007193,W,State Police,N,W,M,night,U,16-20,N,Y
K0007194,W,State Police,N,W,M,night,U,51-55,Y,Y
K0007196,W,State Police,N,W,M,night,a) less than 10,51-55,N,Y
K0007198,T,State Police,N,W,F,day,c) 16 to 20,36-40,N,Y
K0007200,W,State Police,N,W,M,night,a) less than 10,26-30,N,Y
K0007201,W,State Police,N,W,F,day,U,31-35,N,N
K0007202,W,State Police,N,W,F,day,b) 10 to 15,46-50,N,Y
K0007203,W,State Police,N,W,M,day,b) 10 to 15,21-25,N,Y
K0007204,W,State Police,N,W,F,day,U,31-35,N,Y
K0007206,W,State Police,N,W,M,day,U,41-45,N,Y
K0007208,T,State Police,N,W,M,day,b) 10 to 15,36-40,N,N
K0007209,T,State Police,N,W,M,day,b) 10 to 15,36-40,N,Y
K0007210,W,State Police,N,B,F,day,a) less than 10,31-35,N,N
K0007211,T,State Police,N,W,M,day,b) 10 to 15,76-80,N,Y
K0007212,W,State Police,N,W,M,day,U,61-65,N,N
K0007213,W,State Police,N,W,F,day,U,51-55,N,Y
K0007214,W,State Police,N,W,M,day,U,41-45,N,Y
K0007216,W,State Police,N,W,F,day,U,21-25,N,N
K0007217,T,State Police,N,W,M,day,b) 10 to 15,36-40,N,N
K0007219,W,State Police,N,W,M,day,U,41-45,N,Y
K0007220,W,State Police,N,W,M,day,U,51-55,N,N
K0007222,W,State Police,N,W,M,night,U,16-20,Y,Y
K0007224,W,State Police,N,W,F,day,U,56-60,N,Y
K0007227,W,State Police,N,W,M,night,U,36-40,N,Y
K0007230,W,State Police,N,W,F,night,U,21-25,U,N
K0007231,W,State Police,N,W,M,night,U,26-30,N,Y
K0007234,W,State Police,N,W,M,night,U,21-25,Y,Y
K0007235,W,State Police,N,W,M,night,U,51-55,N,Y
K0007236,W,State Police,N,W,F,night,U,46-50,Y,Y
K0007237,W,State Police,N,W,M,night,U,31-35,N,Y
K0007238,W,State Police,N,W,F,night,U,21-25,N,Y
K0007239,W,State Police,N,H,M,night,U,21-25,Y,Y
K0007241,W,State Police,N,W,F,day,U,46-50,N,Y
K0007243,W,State Police,N,W,F,day,b) 10 to 15,16-20,N,Y
K0007244,T,State Police,N,W,M,day,b) 10 to 15,21-25,N,Y
K0007245,W,State Police,N,W,M,day,b) 10 to 15,56-60,N,Y
K0007246,T,State Police,N,W,F,day,b) 10 to 15,26-30,N,Y
K0007247,W,State Police,N,W,M,night,c) 16 to 20,36-40,N,Y
K0007248,T,State Police,N,W,M,night,b) 10 to 15,46-50,N,Y
K0007249,W,State Police,N,W,M,night,U,51-55,Y,Y
K0007251,W,State Police,N,W,F,night,b) 10 to 15,21-25,N,Y
K0007252,W,State Police,N,W,M,day,c) 16 to 20,26-30,N,Y
K0007255,T,State Police,N,W,M,night,b) 10 to 15,16-20,N,N
K0007256,W,State Police,N,W,F,day,c) 16 to 20,26-30,N,Y
K0007260,W,State Police,N,W,M,night,U,16-20,N,Y
K0007262,W,State Police,N,W,F,day,U,36-40,N,Y
K0007266,T,State Police,N,W,F,day,c) 16 to 20,16-20,N,Y
K0007267,T,State Police,N,W,M,day,b) 10 to 15,31-35,Y,Y
K0007269,W,State Police,N,M,F,day,U,31-35,N,Y
K0007275,T,State Police,N,B,M,day,U,31-35,Y,Y
K0007276,W,State Police,N,W,F,night,a) less than 10,46-50,Y,Y
K0007277,T,State Police,N,W,M,day,b) 10 to 15,36-40,N,Y
K0007281,T,State Police,N,W,F,day,b) 10 to 15,41-45,N,N
K0007282,W,State Police,N,W,F,day,b) 10 to 15,41-45,N,N
K0007283,W,State Police,N,W,F,day,b) 10 to 15,51-55,N,N
K0007284,W,State Police,N,W,M,day,b) 10 to 15,51-55,N,Y
K0007285,T,State Police,N,W,F,day,b) 10 to 15,46-50,N,N
K0007286,T,State Police,N,W,F,day,b) 10 to 15,31-35,N,Y
K0007287,T,State Police,N,W,M,day,d) more than 20,61-65,N,Y
K0007288,W,State Police,N,W,M,day,U,51-55,Y,Y
K0007291,W,State Police,N,W,F,day,b) 10 to 15,31-35,N,Y
K0007292,W,State Police,N,W,M,day,b) 10 to 15,31-35,N,Y
K0007293,W,State Police,N,B,M,day,b) 10 to 15,21-25,N,Y
K0007294,W,State Police,N,W,F,day,U,36-40,N,N
K0007295,W,State Police,N,W,M,day,U,31-35,N,Y
K0007296,W,State Police,N,W,M,day,U,21-25,N,Y
K0007297,W,State Police,N,W,F,day,U,41-45,N,Y
K0007298,W,State Police,N,W,M,day,b) 10 to 15,36-40,N,Y
K0007299,T,State Police,N,W,M,day,c) 16 to 20,56-60,N,Y
K0007300,T,State Police,N,W,M,day,b) 10 to 15,36-40,N,N
K0007303,W,State Police,N,W,M,day,U,46-50,N,N
K0007304,T,State Police,N,W,M,day,U,21-25,Y,Y
K0007305,W,State Police,N,W,M,day,b) 10 to 15,71-75,N,N
K0007306,W,State Police,N,A,M,day,U,31-35,N,Y
K0007308,W,State Police,N,W,F,day,U,46-50,N,Y
K0007309,W,State Police,N,W,F,day,U,21-25,N,Y
K0007314,T,State Police,N,W,F,day,U,31-35,N,Y
K0007316,T,State Police,N,W,M,day,U,21-25,N,Y
K0007319,T,State Police,N,W,M,day,U,16-20,N,Y
K0007321,W,State Police,N,W,M,day,U,26-30,Y,Y
K0007322,W,State Police,N,W,M,day,U,31-35,N,Y
K0007323,T,State Police,N,W,M,day,b) 10 to 15,71-75,N,N
K0007325,W,State Police,N,W,M,day,U,26-30,Y,Y
K0007326,T,State Police,N,W,M,day,b) 10 to 15,41-45,N,N
K0007330,T,State Police,N,W,M,day,U,31-35,N,Y
K0007331,W,State Police,N,W,M,day,U,36-40,N,Y
K0007332,W,State Police,N,W,M,day,d) more than 20,21-25,N,N
K0007333,W,State Police,N,W,M,day,U,36-40,N,Y
K0007334,T,State Police,N,W,F,day,b) 10 to 15,61-65,N,N
K0007335,W,State Police,N,W,M,day,b) 10 to 15,41-45,N,N
K0007336,W,State Police,N,W,F,day,U,41-45,Y,Y
K0007337,W,State Police,N,W,M,day,U,41-45,N,Y
K0007339,T,State Police,N,W,M,day,U,16-20,Y,Y
K0007341,T,State Police,N,W,M,day,U,21-25,N,N
K0007342,W,State Police,N,W,F,day,a) less than 10,51-55,N,Y
K0007343,W,State Police,N,W,M,day,U,31-35,N,Y
K0007344,T,State Police,N,W,M,day,U,16-20,N,N
K0007348,W,State Police,N,W,M,day,U,16-20,N,Y
K0007350,W,State Police,N,W,F,day,U,21-25,Y,Y
K0007352,W,State Police,N,W,M,day,U,31-35,Y,Y
K0007354,T,State Police,N,W,M,day,U,51-55,Y,Y
K0007363,T,State Police,N,W,M,day,U,16-20,N,Y
K0007366,W,State Police,N,W,M,day,c) 16 to 20,21-25,N,N
K0007367,W,State Police,N,W,F,day,d) more than 20,31-35,N,Y
K0007368,T,State Police,N,U,M,day,b) 10 to 15,56-60,N,N
K0007369,W,State Police,N,W,M,day,d) more than 20,46-50,N,N
K0007371,W,State Police,N,W,F,night,U,56-60,N,Y
K0007372,T,State Police,N,W,F,day,U,21-25,N,Y
K0007373,T,State Police,N,U,F,day,b) 10 to 15,41-45,N,N
K0007374,W,State Police,N,W,F,day,c) 16 to 20,31-35,N,N
K0007375,W,State Police,N,W,M,day,c) 16 to 20,41-45,N,N
K0007377,W,State Police,N,U,M,night,U,56-60,Y,Y
K0007378,W,State Police,N,W,F,day,U,36-40,Y,Y
K0007379,T,State Police,N,W,M,day,U,46-50,Y,Y
K0007381,W,State Police,N,W,M,day,U,36-40,N,Y
K0007382,W,State Police,N,W,F,day,U,31-35,N,Y
K0007386,T,State Police,N,W,M,day,U,21-25,Y,Y
K0007387,T,State Police,N,W,M,day,U,21-25,N,Y
K0007388,T,State Police,N,W,M,day,U,21-25,Y,Y
K0007390,T,State Police,N,W,M,day,U,21-25,Y,Y
K0007397,T,State Police,N,B,F,night,U,36-40,Y,Y
K0007401,T,State Police,N,W,F,day,b) 10 to 15,21-25,N,Y
K0007421,W,State Police,N,W,F,day,U,21-25,N,Y
K0007422,W,State Police,N,W,M,day,U,21-25,N,N
K0007423,W,State Police,N,W,F,day,U,41-45,N,N
K0007424,W,State Police,N,W,F,day,U,56-60,N,N
K0007425,W,State Police,N,W,F,day,U,46-50,N,N
K0007426,W,State Police,N,W,M,day,U,51-55,N,N
K0007427,W,State Police,N,W,M,day,U,46-50,N,N
K0007428,W,State Police,N,W,F,day,a) less than 10,46-50,N,N
K0007429,W,State Police,N,W,M,day,a) less than 10,21-25,N,N
K0007431,T,State Police,N,W,F,day,U,16-20,N,Y
K0007432,W,State Police,N,W,F,day,a) less than 10,26-30,N,N
K0007435,W,State Police,N,W,F,day,a) less than 10,26-30,N,Y
K0007438,W,State Police,N,W,M,day,a) less than 10,36-40,N,Y
K0007439,T,State Police,N,W,F,day,b) 10 to 15,31-35,N,Y
K0007440,T,State Police,N,W,M,day,U,31-35,N,Y
K0007448,W,State Police,N,W,F,night,c) 16 to 20,41-45,Y,Y
K0007451,W,State Police,N,W,F,night,U,36-40,N,Y
K0007453,W,State Police,N,W,F,night,U,31-35,Y,Y
K0007455,W,State Police,N,W,F,day,d) more than 20,16-20,N,Y
K0007456,W,State Police,N,W,M,night,U,61-65,N,Y
K0007457,W,State Police,N,B,M,day,U,26-30,N,Y
K0007458,T,State Police,N,W,M,day,a) less than 10,51-55,N,N
K0007459,T,State Police,N,W,M,day,a) less than 10,46-50,N,N
K0007460,T,State Police,N,W,F,day,a) less than 10,26-30,N,N
K0007472,W,State Police,N,H,M,night,U,16-20,Y,Y
K0007474,W,State Police,N,W,F,day,U,56-60,Y,Y
K0007477,W,State Police,N,W,M,night,U,26-30,N,Y
K0007480,W,State Police,N,B,M,night,U,26-30,Y,Y
K0007482,W,State Police,N,W,F,day,U,36-40,N,Y
K0007487,W,State Police,N,W,F,day,b) 10 to 15,16-20,Y,Y
K0007488,W,State Police,N,A,M,day,a) less than 10,66-70,N,N
K0007489,T,State Police,N,W,F,day,U,51-55,N,N
K0007490,T,State Police,N,W,M,day,U,41-45,N,N
K0007491,W,State Police,N,W,F,day,a) less than 10,51-55,U,N
K0007492,T,State Police,N,W,M,day,U,56-60,N,N
K0007493,T,State Police,N,W,F,day,a) less than 10,46-50,N,N
K0007494,W,State Police,N,W,M,day,a) less than 10,46-50,N,N
K0007495,T,State Police,N,B,F,day,b) 10 to 15,36-40,N,N
K0007496,T,State Police,N,W,M,day,b) 10 to 15,36-40,N,N
K0007497,T,State Police,N,W,M,day,b) 10 to 15,56-60,N,N
K0007498,W,State Police,N,W,M,day,a) less than 10,31-35,N,Y
K0007499,T,State Police,N,W,F,day,b) 10 to 15,21-25,N,N
K0007500,W,State Police,N,W,F,day,b) 10 to 15,16-20,N,N
K0007503,T,State Police,N,W,M,day,b) 10 to 15,41-45,N,Y
K0007504,W,State Police,N,W,M,night,b) 10 to 15,46-50,Y,Y
K0007505,T,State Police,N,W,M,night,b) 10 to 15,36-40,N,Y
K0007506,W,State Police,N,W,M,night,b) 10 to 15,16-20,Y,Y
K0007507,T,State Police,N,W,F,night,b) 10 to 15,26-30,N,N
K0007509,T,State Police,N,W,M,day,U,71-75,N,Y
K0007510,W,State Police,N,W,M,night,b) 10 to 15,16-20,N,Y
K0007511,T,State Police,N,W,M,night,c) 16 to 20,26-30,Y,Y
K0007512,W,State Police,N,W,F,night,c) 16 to 20,16-20,Y,Y
K0007513,T,State Police,N,W,M,night,c) 16 to 20,16-20,N,Y
K0007515,T,State Police,N,W,M,day,b) 10 to 15,56-60,N,N
K0007516,W,State Police,N,W,M,day,b) 10 to 15,41-45,N,N
K0007518,T,State Police,N,W,M,night,b) 10 to 15,41-45,N,Y
K0007520,W,State Police,N,W,M,night,b) 10 to 15,16-20,Y,Y
K0007522,W,State Police,N,W,M,day,a) less than 10,51-55,N,Y
K0007542,W,State Police,N,W,M,day,b) 10 to 15,36-40,N,Y
K0007543,W,State Police,N,W,M,day,U,16-20,Y,Y
K0007544,T,State Police,N,W,M,day,b) 10 to 15,16-20,N,Y
K0007546,W,State Police,N,W,F,day,b) 10 to 15,31-35,N,Y
K0007549,W,State Police,N,W,F,day,b) 10 to 15,21-25,N,Y
K0007551,W,State Police,N,W,M,day,b) 10 to 15,21-25,Y,Y
K0007552,T,State Police,N,W,F,night,d) more than 20,21-25,N,Y
K0007555,T,State Police,N,W,M,night,b) 10 to 15,16-20,Y,Y
K0007557,W,State Police,N,W,M,day,b) 10 to 15,31-35,Y,Y
K0007563,T,State Police,N,W,F,day,b) 10 to 15,16-20,N,Y
K0007564,T,State Police,N,W,M,day,U,16-20,N,Y
K0007567,W,State Police,N,W,M,day,U,21-25,Y,Y
K0007575,T,State Police,N,B,M,day,b) 10 to 15,26-30,N,Y
K0007577,T,State Police,N,W,M,day,b) 10 to 15,26-30,Y,Y
K0007578,T,State Police,N,W,M,day,U,16-20,N,Y
K0007579,T,State Police,N,W,M,day,U,16-20,N,Y
K0007580,T,State Police,N,W,F,day,U,16-20,N,Y
K0007584,W,State Police,N,W,M,day,a) less than 10,51-55,N,Y
K0007585,W,State Police,N,W,M,day,a) less than 10,16-20,N,Y
K0007587,T,State Police,N,W,M,day,b) 10 to 15,16-20,Y,Y
K0007589,W,State Police,N,W,M,day,a) less than 10,31-35,N,Y
K0007590,W,State Police,N,W,M,day,a) less than 10,41-45,N,Y
K0007592,W,State Police,N,W,M,day,a) less than 10,36-40,N,Y
K0007593,T,State Police,N,W,F,day,b) 10 to 15,46-50,Y,Y
K0007594,W,State Police,N,W,M,day,a) less than 10,16-20,N,Y
K0007596,T,State Police,N,W,F,day,b) 10 to 15,16-20,N,Y
K0007598,W,State Police,N,W,F,day,a) less than 10,56-60,Y,Y
K0007600,W,State Police,N,W,F,day,a) less than 10,51-55,Y,Y
K0007601,T,State Police,N,W,M,day,b) 10 to 15,16-20,N,Y
K0007608,T,State Police,N,W,M,day,c) 16 to 20,46-50,N,N
K0007609,T,State Police,N,W,M,day,b) 10 to 15,41-45,N,N
K0007610,W,State Police,N,W,F,day,a) less than 10,66-70,N,Y
K0007611,T,State Police,N,W,M,day,b) 10 to 15,31-35,N,Y
K0007641,T,State Police,N,W,M,day,c) 16 to 20,26-30,N,Y
K0007642,T,State Police,N,W,M,day,U,51-55,N,N
K0007644,T,State Police,N,W,M,night,U,41-45,N,Y
K0007645,W,State Police,N,W,M,night,U,16-20,Y,Y
K0007647,W,State Police,N,W,M,night,U,21-25,N,Y
K0007648,W,State Police,N,W,M,night,U,31-35,Y,Y
K0007649,W,State Police,N,W,F,day,U,66-70,N,Y
K0007650,W,State Police,N,W,M,day,U,31-35,N,Y
K0007651,T,State Police,N,W,M,day,U,21-25,N,Y
K0007652,T,State Police,N,W,M,day,U,21-25,N,Y
K0007653,W,State Police,N,W,F,night,U,36-40,N,Y
K0007654,T,State Police,N,W,M,night,U,26-30,N,Y
K0007655,W,State Police,N,W,F,night,U,31-35,N,Y
K0007656,W,State Police,N,W,M,night,U,21-25,N,N
K0007657,W,State Police,N,W,M,night,U,26-30,N,Y
K0007658,T,State Police,N,W,M,day,U,16-20,N,N
K0007659,T,State Police,N,B,M,day,b) 10 to 15,21-25,N,N
K0007662,T,State Police,N,W,F,day,b) 10 to 15,41-45,N,Y
K0007663,T,State Police,N,W,M,night,U,21-25,N,Y
K0007664,T,State Police,N,W,M,day,b) 10 to 15,16-20,N,Y
K0007683,W,State Police,N,W,M,day,a) less than 10,41-45,Y,Y
K0007684,W,State Police,N,W,M,day,a) less than 10,66-70,N,N
K0007686,W,State Police,N,W,M,day,a) less than 10,51-55,N,Y
K0007687,T,State Police,N,W,F,day,b) 10 to 15,26-30,N,Y
K0007689,W,State Police,N,W,M,day,U,21-25,Y,Y
K0007690,T,State Police,N,W,M,day,b) 10 to 15,31-35,Y,Y
K0007691,W,State Police,N,W,M,night,a) less than 10,71-75,N,Y
K0007693,W,State Police,N,W,F,night,U,16-20,Y,Y
K0007698,W,State Police,N,W,M,day,U,26-30,N,Y
K0007699,W,State Police,N,W,M,day,b) 10 to 15,16-20,N,Y
K0007700,W,State Police,N,W,M,day,U,56-60,N,Y
K0007701,W,State Police,N,W,M,day,a) less than 10,41-45,N,Y
K0007702,W,State Police,N,W,M,day,U,16-20,N,Y
K0007703,W,State Police,N,W,M,day,a) less than 10,46-50,N,Y
K0007705,T,State Police,N,W,M,day,b) 10 to 15,16-20,N,Y
K0007706,W,State Police,N,W,M,day,a) less than 10,46-50,N,Y
K0007707,W,State Police,N,W,M,day,a) less than 10,46-50,N,Y
K0007709,T,State Police,N,W,F,day,b) 10 to 15,41-45,N,Y
K0007710,T,State Police,N,W,M,day,U,26-30,Y,Y
K0007712,W,State Police,N,W,M,night,U,46-50,N,Y
K0007713,T,State Police,N,B,M,night,b) 10 to 15,21-25,N,Y
K0007714,W,State Police,N,W,F,day,a) less than 10,21-25,N,Y
K0007715,W,State Police,N,W,M,day,a) less than 10,51-55,N,Y
K0007718,T,State Police,N,W,M,day,U,16-20,N,Y
K0007721,W,State Police,N,W,M,day,a) less than 10,31-35,N,Y
K0007722,T,State Police,N,W,M,day,c) 16 to 20,16-20,N,Y
K0007723,W,State Police,N,W,F,day,a) less than 10,41-45,Y,Y
K0007724,W,State Police,N,W,M,night,a) less than 10,16-20,Y,Y
K0007725,W,State Police,N,W,F,night,a) less than 10,56-60,Y,Y
K0007726,W,State Police,N,W,M,day,a) less than 10,36-40,N,N
K0007727,T,State Police,N,W,M,day,b) 10 to 15,21-25,N,Y
K0007728,T,State Police,N,W,M,day,b) 10 to 15,26-30,N,Y
K0007729,W,State Police,N,W,F,day,a) less than 10,21-25,N,Y
K0007730,W,State Police,N,W,F,day,a) less than 10,26-30,N,Y
K0007732,W,State Police,N,W,M,day,a) less than 10,51-55,N,Y
K0007733,T,State Police,N,W,M,day,b) 10 to 15,41-45,N,Y
K0007735,T,State Police,N,W,M,day,b) 10 to 15,46-50,N,Y
K0007736,W,State Police,N,W,F,day,a) less than 10,46-50,N,Y
K0007737,T,State Police,N,W,M,day,U,16-20,Y,Y
K0007738,W,State Police,N,W,M,night,a) less than 10,21-25,N,Y
K0007739,W,State Police,N,W,M,day,a) less than 10,61-65,N,N
K0007740,W,State Police,N,W,M,day,a) less than 10,46-50,Y,Y
K0007741,T,State Police,N,W,M,day,b) 10 to 15,16-20,Y,Y
K0007742,W,State Police,N,W,M,day,a) less than 10,21-25,N,Y
K0007743,T,State Police,N,W,M,day,U,21-25,N,Y
K0007744,T,State Police,N,W,M,day,b) 10 to 15,41-45,N,Y
K0007746,W,State Police,N,W,F,day,a) less than 10,56-60,N,Y
K0007747,T,State Police,N,W,M,day,b) 10 to 15,36-40,N,Y
K0007748,W,State Police,N,W,F,night,a) less than 10,61-65,N,Y
K0007749,T,State Police,N,W,M,day,b) 10 to 15,16-20,N,Y
K0007750,W,State Police,N,W,M,night,a) less than 10,31-35,N,Y
K0007751,W,State Police,N,W,F,day,a) less than 10,21-25,N,Y
K0007752,T,State Police,N,W,M,day,b) 10 to 15,21-25,N,Y
K0007753,T,State Police,N,W,M,day,b) 10 to 15,41-45,N,Y
K0007755,T,State Police,N,W,M,day,b) 10 to 15,31-35,N,Y
K0007756,T,State Police,N,W,M,day,U,26-30,N,Y
K0007757,T,State Police,N,W,F,night,b) 10 to 15,36-40,Y,Y
K0007758,T,State Police,N,W,F,night,b) 10 to 15,21-25,Y,Y
K0007759,T,State Police,N,W,M,day,U,31-35,N,Y
K0007760,T,State Police,N,W,M,day,b) 10 to 15,51-55,N,N
K0007762,T,State Police,N,W,F,day,b) 10 to 15,41-45,N,Y
K0007763,W,State Police,N,W,M,day,b) 10 to 15,51-55,Y,Y
K0007764,T,State Police,N,W,M,day,b) 10 to 15,36-40,N,Y
K0007766,T,State Police,N,W,M,day,U,41-45,Y,Y
K0007768,T,State Police,N,W,M,day,b) 10 to 15,21-25,N,Y
K0007769,T,State Police,N,W,M,day,b) 10 to 15,51-55,N,Y
K0007771,T,State Police,N,W,M,day,U,31-35,N,Y
K0007772,W,State Police,N,W,M,day,U,31-35,N,Y
K0007773,W,State Police,N,W,M,day,U,71-75,Y,Y
